82-poit-1241,12,.,,,,Le,pu,jène,dau,,deux,,,,,,,d'cit,in,jou,,,à,son,père,:,,Mon,p'pa,,,,o,faut,quou,m,,,,,bail'illez,,,,la,part,,,,,qui,,,,,,,,,,me,,,revint,de,vout,succession,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
83-prov-1235,12,.,,,Dei quaous,lou,pu,jouiné,,,,,,,,,,diguet,,,,,à,soun,pero,:,,Moun,pero,",",,,,,,,,,,,douna,,mi,,lou,ben,,,,,que,,,,,,,,deou,,mi,,,revenir,de,soun,ben,,,,,,,;,é,,,,,,,,,,li,lou,,,fé,,,,,partagi,à,,ma,,,,,,,,,,,,part,.
84-norm-124(,12,.,,,,Le,pu,jeune,,,,,,,,,,dit,,,,,à,sen,père,:,,Men,père,",","qu’i fil,",,,,,,,,,,baillez,-,mei,,,,,,,,c’qui,,,,,,,,deit,,m’,,,erveni,d’,votte,bien,,,,,,,.,Et,,,l’,bonhomme,,,,,,lui,,,,fit,,,,dé,lots,d’,,sen,,bien,,,,,,,,,,,.
85-prov-1235,12,.,,,,Lou,plus,jouiné,,,,,,,,,,diguet,,,,,à,soun,pèro,:,,Moun,pèro,",",,,,,,,,,,,douna,,mi,,,,,,,,ce  que,,,,,,,,deou,,mé,,,revenir,de,vouestre,ben,,,,,,,",",et,,,lou,péro,,,,,,,,,,faguet,,,,lou,partagi,de,,soun,,ben,,,,,,,,,,,.
86-prov-1235,12,.,,,Dounde,rou,chu,jouve,,,,,,,,,,diché,,,,,à,so,par,:,,,Pa,",",,,,,,,,,,,da,-,mé,,,,,,,,ce qui,,,,,,,,,,mé,po,,revegnir,drou,vostrou,ben,,,,,,,,et,,,rou,par,,,,,,gué,,,,fé,,,,rou,partajou,drou,,so,,ben,,,,,,,,,,,.
87-high-1290,12,.,,,,Le,pieu,geouvenne,dés,,,,,,,,,do,,,,,,son,père,,,,,,,,,,,,,,de,gli,baillie,,,,la,part,,,,,qu’,,,,,,,,préya,qu’él povait prétèder à,,,,,,s’n,hertage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
88-fran-1270,12,.,,,,Le,pus,djeuene,des,,doux,,,,,,,prayét,,,,,,son,père,,,,,,,,,,,,,,de,yi,baiyîe,,,,lè,paït,,,,,,,,,,,,,,qu’-l porai prétendre en,,,,,,son,héritaige,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89-fran-1270,12,.,,,,Le,pieu,geovenne,dés,,doux,,,,,,,praïa,,,,,,son,père,,,,,,,,,,,,,,de,li,baillie,,,,la,pert,,,,,,,,,,,,,,qu’al poïait prétodre à,,,,,,son,hairtaige,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90-fran-1270,12,.,,,,Lo,pus,geüne,des,,doux,,,,,,,prayoit,,,,,,son,pâre,,,,,,,,,,,,,,dy,,bayet,,,,sa,pourtioun,de,son,hartage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9-arto-1238,12,.,,,,El,pu,jonne,,,,,,,,,,dit,,,,,à,sén,père,:,,,,,,,,,,,,,,,doné,,,,m',part,de,men,ben,,,,,,,,,,,,,,,,,,,,,,,,,",",et,,,sén,père,,,,,,,,,la,,,,,,partagié,,,,,,,,,,,,,,,,.
