id,mot,latitude,longitude
EymetSaintAubindeCadelech,douy,44.6931801,0.4809981
EymetSainteEulaliedEymet,douy,,
EymetSainteInnocence,douy,44.7259019,0.4091296
EymetRouquette,douy,44.679544,0.398283
IssigeacSaintCernindeLabarde,douy,44.76346,0.57203
IssigeacFalgueyrat,douy,44.680113,0.537572
IssigeacSaintLeondIssigeac,douy,,
IssigeacMandacou,douy,44.713259,0.549143
IssigeacMonmarves,douy,44.7090437,0.612309
BeaumontduPerigordLabouquerie,douy,44.74201,0.79538
BeaumontduPerigordMontferrandduPerigord,douy,44.75059,0.86582
BeaumontduPerigordSainteSabineBorn,douy,44.69247,0.7506
BeaumontduPerigordSaintAvitSenieur,douy,44.774419,0.819202
BeaumontduPerigordBayac,douy,44.80365,0.72591
BeaumontduPerigordBourniquel,douy,44.808862,0.7736328
BergeracLamonzieMontastruc,douy,44.89542,0.59293
BergeracSaintGermainetMons,douy,44.8441,0.59387
BergeracLembras,douy,44.88396,0.52247
BergeracSaintNexans,douy,44.80435,0.54749
BergeracSaintLaurentdesVignes,douy,44.8161224,0.4542574
SigoulesFlaugeac,douy,44.7481847288996,0.441901713204612
SigoulesSigoulesbis,douy,44.7664309250753,0.415469559500231
SigoulesRibagnac,douy,44.765811,0.4976479
SigoulesGageacetRouillac,douy,44.7976585,0.3498861
SigoulesCuneges,douy,44.7790984,0.3717439
SigoulesLamonzieSaintMartin,douy,44.8433333,0.3847222
SigoulesMescoules,douy,44.7478756,0.4309744
SigoulesSigoules,douy,44.7588738,0.4097781
SigoulesSaussignac,douy,44.8014957,0.3264929
SigoulesRouffignacdeSigoules,douy,44.7818242,0.4499898
SigoulesMonbazillac,douy,44.7930913351638,0.490909088576188
VillefranchedeLonchatSaintGerauddeCorps,douy,44.9520717,0.2268816
SainteAlverePaunat,douy,44.9053718,0.8588365
SainteAlvereSaintLaurentdesBâtons,douy,44.9594487,0.7385086
SainteAlvereLimeuil,douy,44.8834900439442,0.890254352545184
VelinesSaintAntoinedeBreuilh,douy,44.8450346,0.1542712
SalignacEyviguesSalignac,douï,45.0100284,0.5084703
SalignacEyviguesSaintCrepinetCarlucetbis,douï,44.966515395375,1.28282766358529
SalignacEyviguesSaintGenies,douï,44.9942738360716,1.24841230725656
VillefrancheduPerigordLoubejac,douï,44.5934155,1.087872
SaintCyprienMouzens,douï,44.8460613,1.012664
SaintCyprienMeyrals,douï,44.8988503,1.0629543
SaintCyprienTursac,douï,44.9686567406825,1.04593402725884
SaintCyprienSaintChamassy,douï,44.8725245,0.9267498
SaintCyprienMarnac,douï,44.8359971,1.0262753
SaintCyprienTayac,douï,44.8653747,1.3339595
SaintCyprienSireuil,douï,44.9394866,1.0740809
SaintCyprienAudrix,douï,44.8800011,0.9468018
BugueJourniac,douï,,
TerrassonLavilledieuBeauregarddeTerrassonLardin,douï,45.1441705317784,1.21915805612948
BelvesBelves,douï,44.7751847,1.0068584
BelvesLoubejac,douï,44.5934155,1.087871
BelvesMonplaisant,douï,44.7894342,0.9968386
BelvesFongalop,douï,44.7258193,0.9627752
BelvesLarzac,douï,44.74693,1.0075
BelvesBelvester,douï,44.7777779650012,1.01112667735268
DommeNadalie,douï,45.0500398,0.7177549
DommeDaglan,douï,44.7423944,1.1916025
DommeSaintLaurentlaVallee,douï,44.7491972,1.1099704
DommeGrezelle,douï,44.7692307,1.1405713
DommeSaintAubindeNabirat,douï,44.7314285,1.2900859
DommeSaintCybranet,douï,44.7875138,1.1668691
DommeSaintPompont,douï,44.7261516,1.1463779
SarlatCazenac,douï,44.8600808,1.1244124
SarlatSainteNathalene,douï,44.9040523,1.286757
SarlatVezac,douï,44.8337757390717,1.16444166961402
SarlatMarcillacSaintQuentin,douï,44.9503414,1.2120776
SarlatMarcillac,douï,44.9627292610842,1.19651138676891
CarluxCarlux,douï,44.8828415598541,1.35433867223911
CarluxSaintJuliendeLampon,douï,44.8607354,1.3632959
CarluxAillac,douï,44.8836690645989,1.35311875812209
CarluxVeyrignac,douï,44.8320108,1.3100538
CarluxPratsdeCarlux,douï,44.9047823,1.3143779
MontignacPeyzac,douï,44.9912437683055,1.07911273469196
MontignacLaChapelleAubareil,douï,45.0138109,1.1816528
BuissondeCadouinMolieres,douï,,
BuissondeCadouinCussac,douï,,
BuissondeCadouinBouillac,douï,,
BuissondeCadouinLeBuissondeCadouin,douï,,
BuissondeCadouinBadefolssurDordogne,douï,,
BuissondeCadouinCales,douï,,
LalindeVicq,douï,44.8988276,0.7452755
LalindeLalindeSainteColombe,douï,44.874661,0.739994
LalindeSaintCapraisedeLalinde,douï,44.8430556,0.6544444
LalindeMauzac,douï,44.864061,0.7980814
LalindeCouzeetSaintFront,douï,44.8280556,0.7069444
MonpazierBiron,douï,44.6312198,0.8725428
MonpazierGaugeac,douï,44.66718801054,0.873637628541771
VillamblardMontagnaclaCrempse,douï,44.9806229,0.5458686
LaForceSaintPierredEyraud,douï,,
LaForceLaForcebis,douï,44.867659,0.397291
LaForcePrigonrieuxbis,douï,44.8612244161131,0.407835997708933
LaForceSaintGeorgesBlancaneix,douï,44.9198901,0.3495831
EymetSaintJuliendEymet,douï,,
IssigeacConnedeLabarde,douï,44.7797584,0.5534887
IssigeacMontaut,douï,44.74751,0.6258
IssigeacBardou,douï,44.7373241,0.6839343
IssigeacSaintAubindeLanquais,douï,44.7930433,0.5970138
BeaumontduPerigordSainteCroix,douï,44.73702,0.82615
BeaumontduPerigordMonsac,douï,44.7628,0.6997
BeaumontduPerigordNaussannes,douï,44.7577409,0.7252006
BeaumontduPerigordRampieux,douï,44.71411,0.79647
BeaumontduPerigordBeaumontduPerigord,douï,44.7667555,0.7668346
BergeracMouleydier,douï,44.85493,0.59467
BergeracBergeracbis,douï,44.8590593596918,0.490216577133671
BergeracBergerac,douï,44.8534568,0.487531
SigoulesRazacdeSaussignac,douï,44.8039905,0.284873
SigoulesGardonne,douï,44.8361742,0.3296012
SigoulesThenac,douï,44.7503824626603,0.33968424052633
SainteAlvereTremolat,douï,44.8767438765089,0.83215410527053
SainteAlvereGrandCastang,douï,44.9013987,0.755573
SainteAlvereSainteFoydeLongas,douï,44.9252291,0.7512326
SalignacEyviguesBorreze,douïe,44.95394,1.38826
VillefrancheduPerigordVillefrancheduPerigordbis,douü,44.6384687999367,1.08745373690194
VillefrancheduPerigordVillefrancheduPerigord,do͞uy,44.6303093,1.0797301
VillefrancheduPerigordCampagnaclesQuercy,douïs,44.6944254,1.1739057
DommeBouzic,douïs,44.72622,1.2192
DommeNabirat,douïs,44.7537564,1.2980122
SarlatSarlat,douïs,44.8937110603928,1.21527385371461
BuissondeCadouinAllessurDordogne,douïs,,
LaForceMonfauconSud,douïs,44.899493,0.261038
IssigeacMonmadales,douïs,44.7670132,0.6210015
JumilhacleGrandSaintPierredeFrugiebis,douïs,45.5796973844256,1.00321883040719
